id_paper;id_type;Title;Journal;Volume;Number;Pages;Year;ISSN;doi;Abstract;Date;URL;ISBN;Issue;Month
3364;102;SIMToolbox a MATLAB toolbox for structured illumination fluoresc;Bioinformatics;32;;318-20;2016;1367-4811;10.1093/bioinformatics/btv576;<p><b>UNLABELLED: </b>SIMToolbox is an open-source, modular set of functions for MATLAB equipped with a user-friendly graphical interface and designed for processing two-dimensional and three-dimensional data acquired by structured illumination microscopy (SIM). Both optical sectioning and super-resolution applications are supported. The software is also capable of maximum a posteriori probability image estimation (MAP-SIM), an alternative method for reconstruction of structured illumination images. MAP-SIM can potentially reduce reconstruction artifacts, which commonly occur due to refractive index mismatch within the sample and to imperfections in the illumination.</p><p><b>AVAILABILITY AND IMPLEMENTATION: </b>SIMToolbox, example data and the online documentation are freely accessible at http://mmtg.fel.cvut.cz/SIMToolbox.</p><p><b>CONTACT: </b>ghagen@uccs.edu</p><p><b>SUPPLEMENTARY INFORMATION: </b>Supplementary data are available at Bioinformatics online.</p>;2016 Jan 15;;;2;
3406;102;Parallel DistributedMemory Particle Method Enables AcquisitionRa;PLOS One;11;;e0152528;2016;;10.1371/journal.pone.0152528;;;;;4;
3411;102;ClusDoC A combined cluster detection and colocalization analysis;Mol Biol Cell;;;;2016;1939-4586;10.1091/mbc.E16-07-0478;<p>Advances in fluorescence microscopy are providing increasing evidence that the spatial organization of proteins in cell membranes may facilitate signal initiation and integration for appropriate cellular responses. Our understanding of how changes in spatial organization are linked to function has been hampered by the inability to directly measure signaling activity or protein association at the level of individual proteins in intact cells. Here, we have solved this measurement challenge by developing Clus-DoC, an analysis strategy that quantifies both the spatial distribution of a protein as well as its colocalization status. We applied this approach to the triggering of the T-cell receptor (TCR) during T-cell activation as well as to the functionality of focal adhesions in fibroblasts, thereby demonstrating an experimental and analytical workflow that may be used to quantify signaling activity and protein colocalization at the level of individual proteins.</p>;2016 Aug 31;;;;
3413;102;Realtime analysis and visualization for singlemolecule based sup;PLoS One;8;;e62918;2013;1932-6203;10.1371/journal.pone.0062918;<p>Accurate multidimensional localization of isolated fluorescent emitters is a time consuming process in single-molecule based super-resolution microscopy. We demonstrate a functional method for real-time reconstruction with automatic feedback control, without compromising the localization accuracy. Compatible with high frame rates of EM-CCD cameras, it relies on a wavelet segmentation algorithm, together with a mix of CPU/GPU implementation. A combination with Gaussian fitting allows direct access to 3D localization. Automatic feedback control ensures optimal molecule density throughout the acquisition process. With this method, we significantly improve the efficiency and feasibility of localization-based super-resolution microscopy.</p>;2013;;;4;
3415;102;software framework for the analysis of complex microscopy image ;IEEE Trans Inf Technol Biomed;14;;1075-87;2010;1558-0032;10.1109/TITB.2010.2049024;<p>Technological advances in both hardware and software have made possible the realization of sophisticated biological imaging experiments using the optical microscope. As a result, modern microscopy experiments are capable of producing complex image datasets. For a given data analysis task, the images in a set are arranged, based on the requirements of the task, by attributes such as the time and focus levels at which they were acquired. Importantly, different tasks performed over the course of an analysis are often facilitated by the use of different arrangements of the images. We present a software framework that supports the use of different logical image arrangements to analyze a physical set of images. This framework, called the Microscopy Image Analysis Tool (MIATool), realizes the logical arrangements using arrays of pointers to the images, thereby removing the need to replicate and manipulate the actual images in their storage medium. In order that they may be tailored to the specific requirements of disparate analysis tasks, these logical arrangements may differ in size and dimensionality, with no restrictions placed on the number of dimensions and the meaning of each dimension. MIATool additionally supports processing flexibility, extensible image processing capabilities, and data storage management.</p>;2010 Jul;;;4;
3419;102;Fast Optimized Cluster Algorithm for Localizations FOCAL a spati;Bioinformatics;32;;747-54;2016;1367-4811;10.1093/bioinformatics/btv630;<p><b>MOTIVATION: </b>Single-molecule localization microscopy (SMLM) microscopy provides images of cellular structure at a resolution an order of magnitude below what can be achieved by conventional diffraction limited techniques. The concomitantly larger data sets generated by SMLM require increasingly efficient image analysis software. Density based clustering algorithms, with the most ubiquitous being DBSCAN, are commonly used to quantitatively assess sub-cellular assemblies. DBSCAN, however, is slow, scaling with the number of localizations like O(n log (n)) at best, and it's performance is highly dependent upon a subjectively selected choice of parameters.</p><p><b>RESULTS: </b>We have developed a grid-based clustering algorithm FOCAL, which explicitly accounts for several dominant artifacts arising in SMLM image reconstructions. FOCAL is fast and efficient, scaling like O(n), and only has one set parameter. We assess DBSCAN and FOCAL on experimental dSTORM data of clusters of eukaryotic RNAP II and PALM data of the bacterial protein H-NS, then provide a detailed comparison via simulation. FOCAL performs comparable and often superior to DBSCAN while yielding a significantly faster analysis. Additionally, FOCAL provides a novel method for filtering out of focus clusters from complex SMLM images.</p><p><b>AVAILABILITY AND IMPLEMENTATION: </b>The data and code are available at: http://www.utm.utoronto.ca/milsteinlab/resources/Software/FOCAL/ CONTACT: josh.milstein@utoronto.ca</p><p><b>SUPPLEMENTARY INFORMATION: </b>Supplementary data are available at Bioinformatics online.</p>;2016 Mar 1;;;5;
3421;102;guided tour into subcellular colocalization analysis in light mi;J Microsc;224;;213-32;2006;0022-2720;10.1111/j.1365-2818.2006.01706.x;<p>It is generally accepted that the functional compartmentalization of eukaryotic cells is reflected by the differential occurrence of proteins in their compartments. The location and physiological function of a protein are closely related; local information of a protein is thus crucial to understanding its role in biological processes. The visualization of proteins residing on intracellular structures by fluorescence microscopy has become a routine approach in cell biology and is increasingly used to assess their colocalization with well-characterized markers. However, image-analysis methods for colocalization studies are a field of contention and enigma. We have therefore undertaken to review the most currently used colocalization analysis methods, introducing the basic optical concepts important for image acquisition and subsequent analysis. We provide a summary of practical tips for image acquisition and treatment that should precede proper colocalization analysis. Furthermore, we discuss the application and feasibility of colocalization tools for various biological colocalization situations and discuss their respective strengths and weaknesses. We have created a novel toolbox for subcellular colocalization analysis under ImageJ, named JACoP, that integrates current global statistic methods and a novel object-based approach.</p>;2006 Dec;;;Pt 3;
3425;102;Intravital placenta imaging reveals microcirculatory dynamics im;PLoS Pathog;9;;e1003154;2013;1553-7374;10.1371/journal.ppat.1003154;<p>Malaria in pregnancy is exquisitely aggressive, causing a range of adverse maternal and fetal outcomes prominently linked to Plasmodium-infected erythrocyte cytoadherence to fetal trophoblast. To elucidate the physiopathology of infected erythrocytes (IE) sequestration in the placenta we devised an experimental system for intravital placental examination of P. berghei-infected mice. BALB/c females were mated to C57Bl/6 CFP+ male mice and infected with GFP+ P. berghei IE, and at gestational day 18, placentas were exposed for time-lapse imaging acquisition under two-photon microscopy. Real-time images and quantitative measurements revealed that trophoblast conformational changes transiently restrain blood flow in the mouse placental labyrinth. The complex dynamics of placental microcirculation promotes IE accumulation in maternal blood spaces with low blood flow and allows the establishment of stable IE-trophoblast contacts. Further, we show that the fate of sequestered IE includes engulfment by both macrophagic and trophoblastic fetal-derived cells. These findings reinforce the current paradigm that IE interact with the trophoblast and provide definitive evidence on two novel pathogenesis mechanisms: (1) trophoblast layer controls placental microcirculation promoting IE sequestration; and (2) fetal-derived placental cells engulf sequestered IE.</p>;2013 Jan;;;1;
3428;102;SynPAnal software for rapid quantification of the density and in;PLoS One;9;;e115298;2014;1932-6203;10.1371/journal.pone.0115298;<p>Continuous modification of the protein composition at synapses is a driving force for the plastic changes of synaptic strength, and provides the fundamental molecular mechanism of synaptic plasticity and information storage in the brain. Studying synaptic protein turnover is not only important for understanding learning and memory, but also has direct implication for understanding pathological conditions like aging, neurodegenerative diseases, and psychiatric disorders. Proteins involved in synaptic transmission and synaptic plasticity are typically concentrated at synapses of neurons and thus appear as puncta (clusters) in immunofluorescence microscopy images. Quantitative measurement of the changes in puncta density, intensity, and sizes of specific proteins provide valuable information on their function in synaptic transmission, circuit development, synaptic plasticity, and synaptopathy. Unfortunately, puncta quantification is very labor intensive and time consuming. In this article, we describe a software tool designed for the rapid semi-automatic detection and quantification of synaptic protein puncta from 2D immunofluorescence images generated by confocal laser scanning microscopy. The software, dubbed as SynPAnal (for Synaptic Puncta Analysis), streamlines data quantification for puncta density and average intensity, thereby increases data analysis throughput compared to a manual method. SynPAnal is stand-alone software written using the JAVA programming language, and thus is portable and platform-free.</p>;2014;;;12;
3430;102;Automatic Bayesian single molecule identification for localizati;Sci Rep;6;;33521;2016;2045-2322;10.1038/srep33521;<p>Single molecule localization microscopy (SMLM) is on its way to become a mainstream imaging technique in the life sciences. However, analysis of SMLM data is biased by user provided subjective parameters required by the analysis software. To remove this human bias we introduce here the Auto-Bayes method that executes the analysis of SMLM data automatically. We demonstrate the success of the method using the photoelectron count of an emitter as selection characteristic. Moreover, the principle can be used for any characteristic that is bimodally distributed with respect to false and true emitters. The method also allows generation of an emitter reliability map for estimating quality of SMLM-based structures. The potential of the Auto-Bayes method is shown by the fact that our first basic implementation was able to outperform all software packages that were compared in the ISBI online challenge in 2015, with respect to molecule detection (Jaccard index).</p>;2016;;;;
3435;102;ViBEZ a framework for 3D virtual colocalization analysis in zebr;Nature Methods;9;;;2012;;10.1038/nmeth.2076;;;http://www.nature.com/nmeth/journal/v9/n7/pdf/nmeth.2076.pdf;;7;
3456;102;Infection Counter Automated Quantification of in Vitro Virus Rep;Viruses;8;;;2016;1999-4915;10.3390/v8070201;<p>The ability to accurately and reliably quantify viral infection is essential to basic and translational virology research. Here, we describe a simple and robust automated method for using fluorescence microscopy to estimate the proportion of virally infected cells in a monolayer. We provide details of the automated analysis workflow along with a freely available open-source ImageJ plugin, Infection Counter, for performing image quantification. Using hepatitis C virus (HCV) as an example, we have experimentally verified our method, demonstrating that it is equivalent, if not better, than the established focus-forming assay. Finally, we used Infection Counter to assess the anti-HCV activity of SMBz-CsA, a non-immunosuppressive cyclosporine analogue.</p>;2016;;;7;
3475;102;jicbioimage a tool for automated and reproducible bioimage analy;PeerJ;4;;e2674;2016;2167-8359;10.7717/peerj.2674;;;https://peerj.com/articles/2674;;;
